Extract No.	Need to be Checked(Y/N)	Old Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	Museum Code	Age	Period	Neolithic (Y/N/W)	Group	Country	Location	Site Code/Name	Wild/Dom Status	GMM Status	Desired Cov / Current Cov	Seq. strategy (N*S=lane * Shotgun; N*W=lane*WG Wapture; M=mt Capture). UDG for >55bp	Sequencing Status	Source Person	Other Details	Other Details2	Old Haplogroup	Consensus	Internal	External	Lat	Long	mtDNA_cov	mtDNA_bp	DNA	GMM ID (AE)	mtDNA source
AA312	N	LG047	3103	240434	1.290582863	0.077776022	0	0.5537	20.9898917	7.02698445	55.33993951	14.26295393	M-120	3,400-2,700 BCE	Chalcolithic	N		Turkey	Hassek Höyük					M		François X Ricaut/Bea de Cupere?	1985 BH32 M-120	N-Hälfte		-	8	42	37.26	37.87	0.006079576	101	0	yes	NA
AA313	N	LG048	607	259535	0.233879824	0.030439054	0	0.0774	20.80714286	6.597984653	55.91647398	14.37078797	M-122	3,400-2,700 BCE	Chalcolithic	N		Turkey	Hassek Höyük							François X Ricaut/Bea de Cupere?	1985 BH32 M-122	N-Hälfte		Eu	9	42	37.26	37.87	0.090832481	916	0	yes	NA
AA314	N	LG049	2156	317027	0.680068259	0.100937775	0	0.0914	21.12455334	5.461145559	51.0187861	15.38714372	M-126	3,400-2,700 BCE	Chalcolithic	N		Turkey	Hassek Höyük							François X Ricaut/Bea de Cupere?	1985 BH7 M-126			-	10	42	37.26	37.87	0.00535725	89	0	yes	NA
AA315	Y	LG043	799	282734	0.282597777	0.050577575	0	0.0914	22.31818182	9.26197268	55.08072567	14.64880049	GOB_01	9,500-8,200 BCE	Pre-Pottery Neolithic A	Y	?	Turkey	Gobekli Tepe		Wild					François X Ricaut/Joris Peters?	GTW 1 M-116	67/40		Eu	11	42	37.22	38.85	0.337145609	4678	1	no	NGS
AA316	Y	LG044	449	54138	0.829362001	0.059108205	0	0.2762	20.09230769	5.229082601	48.69394972	13.86865856	GOB_02	9,500-8,200 BCE	Pre-Pottery Neolithic A	Y	?	Turkey	Gobekli Tepe		Wild			M		François X Ricaut/Joris Peters?	GTW M-118	S2 1.1 50/40		Eu	12	42	37.22	38.85	0.237645218	3447	1	no	NGS
AA317	Y	LG045	160	10265	1.558694593	0.038967365	0	0.4875	21.01219512	8.15966276	66.93089231	14.1754017	GOB_03	9,500-8,200 BCE	Pre-Pottery Neolithic A	Y	?	Turkey	Gobekli Tepe		Wild			M		François X Ricaut/Joris Peters?	GTW M-115	S2 1.1 50/46 		Y1	13	42	37.22	38.85	12.2651538	15612	1	no	NGS
AA318	Y	LG046	3347	345086	0.969903155	0.275003912	1	0.1826	32.6377924	17.34499967	50.77191378	14.43775539	GOB_04	9,500-8,200 BCE	Pre-Pottery Neolithic A	Y	?	Turkey	Gobekli Tepe		Wild			M		François X Ricaut/Joris Peters?	GTZ M-113	s1 1.1 80/40 4/49		Y1	1	43	37.22	38.85	0.125805092	1835	1	no	NGS
AA319	N	LG019	1219	151829	0.802876921	0.104064441	0	0.0295	21.0693153	6.222218536	59.73071881	18.26469537	M-6	7,500-7,000 BCE	Pre-Pottery Neolithic B	Y		Turkey	Gurcutepe II							François X Ricaut/Joris Peters?	GUII M-6	N-Wadí W-Prof. 		-	2	43	37.12	38.85	0.00331066	55	0	yes	NA
AA320	N	LG020	1506	318324	0.473102876	0.07005441	0	0.0365	21.05582357	5.317147167	52.33105958	15.17406696	M-7	7,500-7,000 BCE	Pre-Pottery Neolithic B	Y		Turkey	Gurcutepe II							François X Ricaut/Joris Peters?	GUII M-7	S2 1.3B 260/40 1149		-	3	43	37.12	38.85	0.007223259	120	0	yes	NA
AA321	N	LG021	175	35903	0.487424449	0.077987912	0	0.0343	24.36686391	11.04192617	61.58339137	14.56254103	M-8	7,500-7,000 BCE	Pre-Pottery Neolithic B	Y		Turkey	Gurcutepe II							François X Ricaut/Joris Peters?	GUII M-8	S1 1.4 340/40 6/49		-	4	43	37.12	38.85	0.025461988	419	0	yes	NA
AA322	N	LG022	1039	151547	0.685595888	0.093040443	0	0.0356	21.13073852	6.346620649	53.06728929	16.57011702	M-9	7,500-7,000 BCE	Pre-Pottery Neolithic B	Y		Turkey	Gurcutepe II							François X Ricaut/Joris Peters?	GUII M-9	S3 1.1 110/40		-	5	43	37.12	38.85	0	0	0	yes	NA
AA323	Y	LG023	755	494687	0.152621759	0.017789026	1	0.2199	20.97792869	6.955239922	59.1328437	13.29283796	M-11	7,500-7,000 BCE	Pre-Pottery Neolithic B	Y	?	Turkey	Gurcutepe II							François X Ricaut/Joris Peters?	GUII M-11	S1 S. Steg 200/40n4/49		Y2	6	43	37.12	38.85	0.140973936	2094	1	no	NGS
AA324	Y		38999	431752	9.032731753	5.202523671	149	0.0111	46.03868492	15.28489044	49.88779818	16.10453173		1700BC	Bronze Age	N	?	Turkey	Acemhöyük					M		Benjamin Arbuckle	AC14449	ULCK VB		ArmT	7	43	38.41	33.84	11.75091796	15820	3	no	NGS
AA325	Y		239519	579763	41.31326076	24.50587568	201	0.0071	48.765584	14.63101763	50.95988942	15.34996125		1700BC	Bronze Age	N	?	Turkey	Acemhöyük				2 / 0	1S		Benjamin Arbuckle	AC14645			Y1	8	43	38.41	33.84	20.02907362	16012	3	no	NGS
AA326	Y	LG060	515	128731	0.400059038	0.048162447	0	0.0155	25.10650888	10.78172298	56.13176355	15.21526834	EEL969	~5000-4500 BC	Neolithic	Y	?	Turkey	Ulucak Höyük		Domestic					Canan Çakirlar	EEL 969	Mandible with teeth	DNW	Y1	9	43	37.16	37.39	0.10214892	1535	1	no	NGS
AA327	Y	LG061	776	148873	0.521249656	0.188751486	11	0.0258	34.10449735	12.74522348	57.57705253	14.52561647	EEL573	~5000-4500 BC	Neolithic	Y	?	Turkey	Ulucak Höyük		Domestic					Canan Çakirlar	EMR 573		DNW	Y1	10	43	37.16	37.39	0.734123879	8326	1	no	NGS
AA328	Y		763	86510	0.881978962	0.149115709	0	0.1271	25.3978979	12.58651606	56.06196984	16.25868109		?	Neolithic	Y	?	Turkey	Ulucak Höyük					M		Canan Çakirlar	EGU 1002	Lower third molar		Eu	11	43	40.28	30.50	0.107325588	1567	1	?	NGS
AA329	Y	LG285	7420	423095	1.753743249	0.286224134	3	0.0178	21.27099341	6.20054788	41.56991037	13.16670341	DNA sample 1, Bag 478		Early/Middle Bronze Age	N	?	Syria	Leilan					M		Melinda Zeder	DNA Sample No. 1 Bag 478		DNW	Y1	12	43	36.94	41.52	0.128694396	2054	1	no	NGS
AA330	N	LG741	258	7685	3.35718933	0.390370852	0	0.0814	25.38818565	9.154578117	56.59394572	18.42369084	POZ-BOD-08	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-8	stan 1	ANC-Aside	Eu	13	43	52.71	18.89	0	0	0	POZ-BOD-08	PCR
AA331	N	LG742	11622	133270	8.720642305	0.207098372	1	0.8231	18.51307864	5.236375588	59.82577474	19.29584882	POZ-BOD-13	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Large Domestic(99.23%)		M		Arkadiusz Marciniak	POZ-BOD-13	stan 1	ANC-Aside	Eu	1	44	52.71	18.89	0.003491242	58	0	POZ-BOD-13	PCR
AA332	N	LG743	3893	497221	0.782951645	0.502593414	4	0.0126	57.0385307	15.81230007	73.35583775	5.645985496	POZ-BOD-17	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	2 teeth -> Small Domestic				Arkadiusz Marciniak	POZ-BOD-17	stan 1	ANC-Aside	Eu			52.71	18.89	0.591344128	7503	3	POZ-BOD-17	BOTH
AA333	N	LG744	2295	461251	0.497559897	0.311977643	2	0.0157	58.59869281	17.13604465	65.35725668	11.05841229	POZ-BOD-18	?	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic				Arkadiusz Marciniak	POZ-BOD-18	stan 1		Eu	3	44	52.71	18.89	3.681032926	15674	3	POZ-BOD-18	NGS
AA334	N	LG745	12081	2561984	0.471548612	0.1261132	11	0.005	28.81243275	15.97543378	51.54795814	13.83881579	POZ-BOD-22	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic				Arkadiusz Marciniak	POZ-BOD-22	stan 1	ANC-Aside	Eu	4	44	52.71	18.89	0.038223078	596	2	POZ-BOD-22	PCR
AA335	N	LG746	2029	480602	0.422178851	0.091135701	1	0.033	26.42434697	14.24866576	53.51050974	14.02567267	POZ-BOD-23	?	Neolithic	N	EUD-A	Poland	Bodzia		Domestic	Small Domestic				Arkadiusz Marciniak	POZ-BOD-23	stan 1		Eu	5	44	52.71	18.89	0.628664299	7459	1	POZ-BOD-23	NGS
AA336	N	LG747	7013	176333	3.977134172	0.920984728	47	0.5062	29.62883217	19.7919255	63.11686412	14.68604375	POZ-BOD-26	?	Neolithic	N	EUD-A	Poland	Bodzia		Domestic	2 teeth -> Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-26	stan 1		Eu	6	44	52.71	18.89	0.156323361	2451	1	POZ-BOD-26	NGS
AA337	N	LG748	21440	154873	13.84360089	1.060869228	7	0.6647	29.95415112	17.84551816	52.70639169	19.52671892	POZ-BOD-28	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-28	stan 1	ANC-Cside	Eu	7	44	52.71	18.89	0.016794077	279	0	POZ-BOD-28	PCR
AA338	N	LG750	13421	769018	1.745212726	1.117008965	20	0.0154	55.61522986	16.20754237	59.00923906	13.16113168	POZ-BOD-32	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-32	stan 1	ANC-Aside	Eu	8	44	52.71	18.89			0	POZ-BOD-32	PCR
AA339	N	LG751	2837	840859	0.337393071	0.163285402	11	0.0599	50.02009165	21.80809569	63.23855605	11.70912031	POZ-BOD-33	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	2 teeth -> Small Domestic				Arkadiusz Marciniak	POZ-BOD-33	stan 1	ANC-Aside	Eu	9	44	52.71	18.89	0.041955095	658	0	POZ-BOD-33	PCR
AA340	N	LG752	5206	2322973	0.224109363	0.083212332	6	0.1592	41.90703035	23.2731308	64.1051407	11.66769132	POZ-BOD-36	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	2 teeth -> Small Domestic				Arkadiusz Marciniak	POZ-BOD-36	stan 1	ANC-Aside	Eu	10	44	52.71	18.89	0.019141636	259	2	POZ-BOD-36	PCR
AA341	N	LG753	28308	181922	15.56051495	9.325425182	134	0.0634	55.08075456	17.09075209	59.21899495	14.59712305	POZ-BOD-38	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-38	stan 1	ANC-Aside	Eu	11	44	52.71	18.89	0.416360681	5505	3	POZ-BOD-38	BOTH
AA342	N	LG754	2531	2128108	0.118931934	0.030590553	1	0.0091	31.0505729	19.04906839	63.70904155	11.97135227	POZ-BOD-44	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	2 teeth -> Small Domestic				Arkadiusz Marciniak	POZ-BOD-44	stan 1	ANC-Aside	Eu	12	44	52.71	18.89	0.003491242	58	0	POZ-BOD-44	PCR
AA343	N	LG755	70423	958565	7.346710969	4.389582344	156	0.0128	54.4851966	13.28945183	56.20741525	13.10364666	POZ-BOD-57	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	2 teeth -> Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-57	stan 1	ANC-Aside	Eu	13	44	52.40	16.92	0.461144887	5982	3	POZ-BOD-57	BOTH
AA344	N	LG756	4200	114454	3.669596519	1.745679487	11	0.066	47.73333333	16.37603874	54.31495623	13.1095678	POZ-BOD-58	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-60	stan 1	ANC-Cside	Eu	1	45	52.71	18.89	0.034069704	566	2	POZ-BOD-58	PCR
AA345	N	LG757	1181	288206	0.409776341	0.128380395	0	0.0999	34.69178662	20.57458137	65.88657766	14.07034935	POZ-BOD-60	?	Late Viking Age	W		Poland	Bodzia		Domestic	Large Wild(88.24%)				Arkadiusz Marciniak	POZ-BOD-68	stan 1		-	2	45	52.71	18.89	0	0	0	POZ-BOD-60	NA
AA346	N	LG758	77029	1268028	6.074708129	3.903541562	409	0.0117	64.35815083	12.06146699	63.68396912	11.79947032	POZ-BOD-68	5500-4600 BC	Neolithic	Y	EUD-A	Poland	Bodzia		Domestic	Small Domestic		M		Arkadiusz Marciniak	POZ-BOD-68	stan 1	ANC-Aside	Eu	3	45	52.40	16.92	1.482212725	12339	3	POZ-BOD-68	BOTH
AA348	N	LG312	373369	1206652	30.94255842	21.7126396	109	0.0124	48.60729734	13.26894335	53.08677564	14.31067224	MM-BG801		Modern	W	NEW-A	Iran	Bandar Gaz, Caspian sea		Wild				Don't Send	Marjan Mashkour	Bandar G'az MM-BG801			ArmT	4	45	36.77	53.95	0.298079817	4242	3	no	NGS
AA349	N	LG313	551640	712571	77.41544351	52.91374474	319	0.0206	58.8465376	13.83805867	60.21628582	13.78639944	MM-MklSo1		Modern	W	NEW	Iran	Miankaleh, Caspian sea		Wild		9 / 0	3S	Sequenced (3 Lanes). Wait before sending more	Marjan Mashkour	MM-MkISO1		A	As	45		36.88	53.75	274.5354843	16306	3	no	BOTH
AA350	N		7508	225656	3.327188287	1.102563194	5	0.3169	35.94126265	22.39083637	54.94847467	15.07657967		8000-7000CalBP	Mesolithic	W	EUW-A	Portugal	Cabeço da Amoreira		Wild			M		Cleia Detry	197 Cabeço da Amoreira			Y1	6	45	45.03	34.49	0.299103112	4065	3	no	NGS
AA351	N	GL1038	3688	400442	0.920982315	0.213514067	1	0.3238	36.92516269	20.58752802	56.15726622	14.87507822	322	8000-7000CalBP	Mesolithic	W	EUW-A	Portugal	Cabeço da Amoreira		Wild			M		Cleia Detry	322 Cabeço da Amoreira		DNW	Eu	7	45	45.03	34.49	1.590260639	11798	1	no	NGS
AA352	N	GL1039	2384	724913	0.32886705	0.118083135	65	0.0931	34.40058725	18.55212841	60.43514463	14.46496446	330	8000-7000CalBP	Mesolithic	W	EUW-A	Portugal	Cabeço da Arruda		Wild			M		Cleia Detry	330 Cabeço da Arruda		DNW	Eu	8	45	45.03	34.49	0.157707819	2415	1	no	NGS
AA353	N		1761	554025	0.317855692	0.112810794	5	0.0318	33.70868825	19.72728206	55.03960832	14.35729262		8000-7000CalBP	Mesolithic	W	EUW-A	Portugal	Cabeço da Arruda		Wild			M		Cleia Detry	441 Cabeço da Arruda 			Eu	9	45	45.03	34.49	4.504364052	15278	1	no	NGS
AA354	N		3799	243736	1.558653625	0.610496603	8	0.1295	37.48407476	21.15292489	49.35196278	14.7012434		8000-7000CalBP	Mesolithic	W	EUW-A	Portugal	Cabeço da Amoreira		Wild			M		Cleia Detry	501 Cabeço da Amoreira			Eu	10	45	45.03	34.49	7.210016252	15488	1	no	NGS
AA355	Y	LG371	3683	129416	2.845861408	0.926469679	2	0.072	39.13603041	17.80567481	51.49859368	15.40630891	Cepam_49		Pre-Pottery Neolithic A	Y	?	France	Fontbrégoua					M		Allowen Evin	Cepam_49			Eu	11	45	43.55	6.23	0.612171191	3637	1	no	NGS
AA356	Y	LG372	3430	127198	2.69658328	0.687117722	1	0.2134	30.13498542	19.13013942	47.96157958	15.67016552	Cepam_50		Chalcolithic (post- Neolithic)	N	?	France	Fontbrégoua					M		Allowen Evin	Cepam_50			Eu	12	45	43.55	6.23	0.464696322	5796	1	no	NGS
AA363	Y	LG418	214097	924259	23.16417801	15.04156303	451	0.0129	46.40233165	12.40954755	46.63287455	12.54486097	#14		Bronze Age to the Iron Age	N	?	Iran	Kohneh Tepesi				5 / 0	M | W	3S To Do? See how WG Capture performed	Marjan Mashkour	No. 14			ArmT	6	46	38.17	44.80	280.6133149	16484	1	no	NGS
AA364	Y	LG419	35537	668801	5.313538706	2.638452993	118	0.0803	37.33202015	12.00503784	50.76992857	14.20477528	#45		Early Bronze Age	N	?	Iran	Kohneh Tepesi					M		Marjan Mashkour	No. 45		ANC-Arm-1T	ArmT	7	46	38.17	44.80	4.954433275	14565	3	no	BOTH
AA365	N	LG420	3594	797799	0.450489409	0.081599501	0	0.1266	22.8967724	9.547903198	49.55833863	14.3647995	#377		Early Bronze Age	N		Iran	Kohneh Tepesi							Marjan Mashkour	No. 377		DNW	-	8	46	38.17	44.80	0	0	0	no	NA
AA366	N	LG779	4351	95422	4.559745132	1.795183501	7	0.0917	32.92323604	13.28184623	45.54975792	14.85268986	KT-01		Early Bronze Age	N	NED-A	Iran	Khoneh Tepesi			Small Domestic		M		Marjan Mashkour	KT-01		ANC-Arm-1T	ArmT	9	46	38.17	44.80	0.010172756	169	0	Iran-KT-1	PCR
AA367	N	LG780	8067	461395	1.748393459	0.445605176	9	0.2442	25.73112681	11.89898706	45.33049773	13.8634812	KT-29		Early Bronze Age	N	NED-A	Iran	Khoneh Tepesi			Small Domestic		M		Marjan Mashkour	KT-29		ANC-Arm-1T	ArmT	10	46	38.17	44.80	0.019322218	321	0	Iran-KT-29	PCR
AA368	N	LG781	5743	1118776	0.513328852	0.083305327	0	0.0131	21.04718788	5.658304299	45.33528249	11.8203367	KT-32		Early Bronze Age	N		Iran	Khoneh Tepesi			Large Domestic(100%)				Marjan Mashkour	KT-32		DNW	-	11	46	38.17	44.80	0	0	0	Iran-KT-32	NA
AA369	N	LG782	23549	548683	4.291913546	2.23918	21	0.0636	38.13873201	12.34049887	52.37052724	14.5848475	KT-41		Early Bronze Age	N	NED-A	Iran	Khoneh Tepesi			Small Domestic		M		Marjan Mashkour	KT-41		DNW	ArmT	12	46	38.17	44.80	11.94173238	15608	3	Iran-KT-41	NGS
AA370	Y	GL1155	10066	2240324	0.449310011	0.08458598	5	0.0035	22.41535863	7.742710531	47.10198703	12.44568558	TH-A-1	3200BC	Early Bronze Age	N	?	Greece	Thebes							Frossini Vika	TH-A-1		Yellow5A	-	13	46	38.31	23.28	0.011256245	187	0	?	PCR
AA371	Y	GL1156	7678	605359	1.268338292	0.38704306	10	0.1615	31.47746809	16.76154162	48.42272271	12.86802706	TH-A-2	2200BC	Middle Bronze Age	N	?	Greece	Thebes					M		Frossini Vika	TH-A-2	Efrossini KL Vika?	A	Eu	1	47	38.31	23.28	0.026846446	442	2	?	PCR
AA372	Y		3063	206809	1.481076742	0.604905976	3	0.0163	33.94809011	14.60376671	57.34335546	17.87413086		?	Neolithic	Y	?	Ukraine	Buran-Kaya					M		?	BK-024	Efrossini KL Vika?		Y2	2	47	45.03	34.49	6.342683441	15099	1	no	NGS
AA373	N		1464	797127	0.183659567	0.057205439	0	0.0027	29.74795082	14.68391027	53.08744278	12.65697951		?	Neolithic	W		Ukraine	Buran-Kaya			Large Wild(100%)				?	BK-013			-	3	47	45.03	34.49	0	0	0	BK-13	NA
AA375	Y		132	8897	1.483646173	0.696864111	0	0	39	16.07283042	55.23659661	15.71572926		?	Neolithic	Y	?	Ukraine	Buran-Kaya					M		?	BK-014			Y2	4	47	45.03	34.49	0.349304761	4786	1	no	NGS
AA376	Y		1840	122294	1.504570952	0.687687049	4	0.0288	38.10163043	15.29680962	52.0245474	15.14825093		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-034			Y2	5	47	45.03	34.49	2.915487871	14013	1	no	NGS
AA377	Y		7693	917527	0.838449441	0.35497593	26	0.1166	36.42181204	16.35736749	55.6837292	14.73052438		?	Neolithic	Y	?	Ukraine	Buran-Kaya					M		?	BK-021			Y2	6	47	45.03	34.49	0.061397701	986	3	no	NGS
AA378	Y		25564	1058875	2.414260418	1.342745839	90	0.0109	42.72523862	14.28754516	49.58579908	13.48165154		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-046			Y2	7	47	45.03	34.49	0.233190875	3574	3	no	NGS
AA379	Y	LG098	3156	175035	1.803067958	0.610163682	2	0.1505	32.71070976	15.81292053	48.27552775	12.7033913	BK4-025 BKIV-08	6683 +/- 37	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		Giedrė Motuzaitė Matuzevičiūtė	BK4-025		ANC-Y1-6A	Y1	8	47	45.03	34.49	0.007163065	119	0	no	PCR
AA380	Y		43112	867894	4.967426898	2.77660636	30	0.0134	43.78467712	13.35249655	47.50483584	12.49156634		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-079			Y2	9	47	45.03	34.49	0.079455848	1224	3	no	NGS
AA381	Y		4555	335135	1.359153774	0.295403345	2	0.088	24.57365532	9.830558759	44.66905277	13.11734699		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-081			Y2	10	47	45.03	34.49	0.089327635	1483	1	no	NGS
AA382	Y		12134	389743	3.113333658	1.572831327	15	0.0206	38.81053239	12.73755209	44.2910482	11.57225571		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-069			Y2	11	47	45.03	34.49	18.28893036	15712	3	no	NGS
AA384	Y		4683	1082458	0.432626485	0.102636777	2	0.0182	25.28486013	11.17472201	47.59679544	11.52858224	ALN/14 SPI 1	4700 – 4500 cal BC		Y	?	Romania	Transylvania							John Champman	ALN/14 SPI 1	cavou (tomb) A		Y2	12	47	46.56	24.33	1.345933907	10746	1	?	NGS
AA385	Y		10524	492531	2.136718298	0.996282467	7	0.0123	38.34768149	13.27006892	45.1270986	11.57627009	AILN/14 SPIII 2	4700 – 4500 cal BC		Y	?	Romania	Transylvania					M		John Champman	AILN/14 SPIII 2	cavou D 		Eu	13	47	46.56	24.33	5.736531632	15098	3	?	NGS
AA386	N		2394	216898	1.103744617	0.132320261	0	0.2172	20.04093567	5.136742286	45.24119632	12.97279341	AILN/14 SPII 3	4700 – 4500 cal BC				Romania	Transylvania					M		John Champman	AILN/14 SPII 3	cavou B		-	1	48	46.56	24.33	0	0	0	?	NA
AA387	Y		6348	712597	0.890826091	0.372721187	18	0.0351	35.10916824	15.60220877	50.05435611	14.54613847	AILN/14 CI SPII 4	4700 – 4500 cal BC		Y	?	Romania	Transylvania					M		John Champman	AILN/14 CI SPII 4	cavou B		Eu	2	48	46.56	24.33	0.048937579	813	3	?	NGS
AA388	N		4227	762276	0.554523558	0.099176676	5	0.0118	22.52827064	7.442751561	47.90810284	13.83731788	AILN/14 SPI 5	4700 – 4500 cal BC				Romania	Transylvania							John Champman	AILN/14 SPI 5	cavou A		-	3	48	46.56	24.33	0.04123277	641	0	?	NA
AA389	N		3661	1181700	0.309807904	0.04950495	0	0.024	20.62387326	4.751734612	51.44350766	14.44398273	AILN/14 SPII 6	4700 – 4500 cal BC				Romania	Transylvania							John Champman	AILN/14 SPII 6	Cavou C		-	4	48	46.56	24.33	0	0	0	?	NA
AA390	N		5599	741932	0.75465137	0.111330958	5	0.0761	22.13073763	8.068750451	54.79980645	16.62492503		mid to late 8th millennium BC	Neolithic	W		Turkey	Suberde		Wild					Benjamin Arbuckle	SUB009			-	5	48	37.58	32.00	0.013784386	229	0	no	NA
AA391	N		8219	75828	10.83900406	3.827082344	9	0.2026	31.32911546	11.42038767	48.24360395	16.70039094		mid to late 8th millennium BC	Neolithic	W	EUW-A	Turkey	Suberde		Wild			M		Benjamin Arbuckle	SUB010			ArmT	6	48	37.58	32.00	2.415818937	13100	3	no	NGS
AA392	N		1325	31781	4.169157673	0.242283125	1	0.2574	19.28	5.537916543	57.58012649	19.68397681		mid to late 8th millennium BC	Neolithic	W	NEW-A	Turkey	Suberde		Wild			M		Benjamin Arbuckle	SUB011			It	7	48	37.58	32.00	0.087762596	1363	1	no	NGS
AA393	N		3747	294203	1.273610398	0.445270782	1	0.2658	35.21243662	17.28235802	55.12738823	12.82431367		mid to late 8th millennium BC	Neolithic	W	NEW-A	Turkey	Suberde		Wild			M		Benjamin Arbuckle	SUB012			ArmT	8	48	37.58	32.00	1.984229218	12678	1	no	NGS
AA394	N		1119	18678	5.991005461	0.444373059	0	0.5416	20.63002681	12.64015633	61.62988543	18.03284528		mid to late 8th millennium BC	Neolithic	W		Turkey	Suberde		Wild			M		Benjamin Arbuckle	SUB013			-	9	48	37.58	32.00	0.03274544	544	0	no	NA
AA395	N		3827	154343	2.479542318	0.712050433	0	0.2629	26.64750457	10.83323529	50.1912688	15.2889247		mid to late 8th millennium BC	Neolithic	W	NEW-A	Turkey	Suberde		Wild			M		Benjamin Arbuckle	SUB014			Y1	10	48	37.58	32.00	1.407692771	11142	1	no	NGS
AA396	N		1142	236438	0.483001886	0.05371387	0	0.2356	19.78896673	4.486433048	50.48393236	13.95593865		mid to late 8th millennium BC	Neolithic	W		Turkey	Suberde		Wild					Benjamin Arbuckle	SUB015			-	11	48	37.58	32.00	0	0	0	no	NA
AA397	N		2025	101513	1.994818398	0.122151843	0	0.4316	18.67111111	3.245623383	53.90215046	16.30813499		mid to late 8th millennium BC	Neolithic	W		Turkey	Suberde		Wild			M		Benjamin Arbuckle	SUB016			-	12	48	37.58	32.00	0	0	0	no	NA
AA398	N		5936	510620	1.162508323	0.484704869	4	0.0084	33.96950809	11.80501144	45.91461752	11.571744		mid to late 8th millennium BC	Neolithic	W	NEW-A	Turkey	Suberde		Wild			M		Benjamin Arbuckle	SUB017			-	13	48	37.58	32.00	0.028110516	459	2	no	NA
AA399	Y		744	507063	0.14672733	0.022285199	1	0.3831	26.40188172	17.13994482	65.81053045	10.42539244		mid to late 8th millennium BC	Neolithic	W	NEW-A	Turkey	Suberde		Wild					Benjamin Arbuckle	SUB018			Eu	1	49	37.58	32.00	0.235658821	3659	1	no	NGS
AA400	N		385	76763	0.501543712	0.074254524	1	0.0312	23	10.2766422	53.59877806	16.11543104		870-1000	Viking Age - Medieval	N	EUD-A	Iceland	Skagafjordur		Domestic					Thomas McGovern?	SASS '06 Glaumbaer III SASS-06-1000			Eu	2	49	65.00	-18.00	0.311924397	4228	1	no	NGS
AA401	N		3294	877330	0.375457354	0.10121619	3	0.0513	41.808136	18.27308072	60.37698699	12.52786572		870-1000	Viking Age - Medieval	N	EUD-A	Iceland	Skagafjordur		Domestic					Thomas McGovern?	SASS '06 Glaumbaer III SASS-06-1001			Eu	3	49	65.00	-18.00	2.010052369	11925	1	no	NGS
AA402	N	GL984	13771	2173174	0.633681426	0.187789841	27	0.0034	28.44288723	15.04909861	47.72704441	13.10457463	1	5728-5634 BC cal.	Mesolithic	N	BLW-A	Romania	Schela Cladovei		Wild	Large Wild(100%)		M		Alexandru Dinu			DNW	Eu	4	49	44.64	22.65	0.06831999	1116	3	MNHR-SCH-001?	NGS
AA403	N	GL985	463	76890	0.602158928	0.208089478	0	0.1015	31.80561555	15.93116316	67.06111328	13.76317126	2		Mesolithic	W	BLW-A	Romania	Schela Cladovei		Wild					Alexandru Dinu			DNW	Eu	5	49	44.64	22.65	0.248419912	3662	1	no	NGS
AA404	Y	GL987	7863	377886	2.080786269	0.401973082	15	0.2317	22.99453135	9.040010874	43.49429458	13.52912188	4	mid 5th - mid 4th millennium BC	Chalcolithic	N	?	Romania	Schela Cladovei		Undet.			M		Alexandru Dinu			ANC-Y1-6A	Y1	6	49	44.64	22.65	0.028050322	461	0	no	PCR
